0101,1,6925,,0701,130,0617
0104,2,0133,,0702,131,1167
0105,3,7781,,0705,132,1680
0106,4,7263,,0706,133,1456
0107,5,4812,,0707,134,4828
0108,6,6011,,0708,135,3026
0111,7,3724,,0709,136,8510
0112,8,2178,,0712,137,3752
0113,9,5146,,0713,138,2788
0114,10,2681,,0714,139,3395
0115,11,1164,,0715,140,8252
0118,12,0404,,0716,141,5983
0119,13,3976,,0719,142,5877
0120,14,2642,,0720,143,7959
0121,15,9665,,0721,144,3465
0122,15,2314,,0722,145,0427
0125,17,6457,,0723,146,9678
0126,18,1411,,0726,147,6698
0127,19,3026,,0727,148,8112
0128,20,3859,,0728,149,0118
0129,21,6721,,0729,150,1984
0201,22,6651,,0730,151,9239
0202,23,6577,,0802,152,2885
0203,24,6430,,0803,153,9495
0204,25,5856,,0804,154,0340
0205,26,2961,,0805,155,5393
0208,27,0683,,0806,156,9212
0209,28,0285,,0809,157,8521
0210,29,8560,,0810,158,0856
0211,30,8733,,0811,159,6271
0212,31,1785,,0812,160,1459
0215,32,0945,,0813,161,6679
0216,33,4639,,0816,162,5068
0217,34,4805,,0817,163,0535
0218,35,8567,,0818,164,6733
0219,36,2173,,0819,165,3231
0222,37,4644,,0820,166,8059
0223,38,9197,,0823,167,0109
0224,39,3659,,0824,168,2931
0225,40,7151,,0825,169,8253
0226,41,6124,,0826,170,8648
0301,42,0140,,0827,171,0628
0302,43,6295,,0830,172,4898
0303,44,2764,,0831,173,6780
0304,45,9966,,0901,174,4574
0305,46,3483,,0902,175,8520
0308,47,6176,,0903,176,7806
0309,48,6081,,0906,177,2437
0310,49,7282,,0907,178,8891
0311,50,8687,,0908,179,2833
0312,51,4272,,0909,180,9706
0315,52,9117,,0910,181,6222
0316,53,2906,,0913,182,2897
0317,54,5893,,0914,183,2046
0318,55,7597,,0915,184,4368
0319,56,4578,,0916,185,1839
0322,57,5252,,0917,186,0837
0323,58,6061,,0920,187,9717
0324,59,1488,,0921,188,2127
0325,60,4424,,0922,189,5825
0326,61,3444,,0923,190,9481
0329,62,5541,,0924,191,4566
0330,63,8182,,0927,192,4629
0331,64,0725,,0928,193,0825
0401,65,3203,,0929,194,1382
0402,66,5835,,0930,195,0599
0405,67,7631,,1001,196,6295
0406,68,0334,,1004,197,0234
0407,69,0074,,1005,198,4132
0408,70,3950,,1006,199,0863
0409,71,3931,,1007,200,3638
0412,72,1313,,1008,201,9535
0413,73,7386,,1011,202,3886
0414,74,3221,,1012,203,6485
0415,75,8927,,1013,204,4211
0416,76,8945,,1014,205,9989
0419,77,4128,,1015,206,3017
0420,78,1607,,1018,207,2092
0421,79,6551,,1019,208,6826
0422,80,3393,,1020,209,3654
0423,81,0027,,1021,210,2337
0426,82,0866,,1022,211,5150
0427,83,6665,,1025,212,6209
0428,84,2033,,1026,213,8608
0429,85,2720,,1027,214,2222
0430,86,7150,,1028,215,5468
0503,87,6905,,1029,216,2953
0504,88,1605,,1101,217,7747
0505,89,1444,,1102,218,1348
0506,90,9823,,1103,219,5464
0507,91,9862,,1104,220,6520
0510,92,7311,,1105,221,9083
0511,93,1894,,1108,222,9805
0512,94,5605,,1109,223,3365
0513,95,3058,,1110,224,2897
0514,96,1993,,1111,225,6263
0517,97,4680,,1112,226,1988
0518,98,3859,,1115,227,9726
0519,99,3862,,1116,228,7583
0520,100,2312,,1117,229,8810
0521,101,5482,,1118,230,0259
0524,102,4939,,1119,231,1534
0525,103,2770,,1122,232,2751
0526,104,9933,,1123,233,1666
0527,105,1027,,1124,234,1870
0528,106,0397,,1125,235,6698
0531,107,7344,,1126,236,8517
0601,108,5219,,1129,237,1666
0602,109,1444,,1130,238,9731
0603,110,3314,,1201,239,5489
0604,111,5829,,1202,240,3151
0607,112,6532,,1203,241,9461
0608,113,5775,,1206,242,7614
0609,114,5227,,1207,243,5635
0610,115,8434,,1208,244,9584
0611,116,6816,,1209,245,7488
0614,117,4114,,1210,246,0611
0615,118,0735,,1213,247,9880
0616,119,0847,,1214,248,0195
0617,120,6100,,1215,249,5611
0618,121,1176,,1216,250,2227
0621,122,7707,,1217,251,1576
0622,123,0696,,1220,252,6617
0623,124,3722,,1221,253,4102
0624,125,2216,,1222,254,3658
0625,126,8591,,1223,255,1350
0628,127,6325,,1224,256,0698
0629,128,0369,,1227,257,0783
0630,129,9725,,1228,258,7488
,,,,1229,259,2489
,,,,1230,260,1038
,,,,1231,261,1362
