0102,1,5696,,0701,156,4914
0103,2,8875,,0703,157,9957
0104,3,1215,,0704,158,4449
0105,4,0322,,0705,159,5122
0106,5,5665,,0706,160,1736
0107,6,4192,,0707,161,7689
0109,7,6593,,0708,162,1200
0110,8,2461,,0710,163,7598
0111,9,2418,,0711,164,9478
0112,10,0277,,0712,165,0306
0113,11,6473,,0713,166,6144
0114,12,0185,,0714,167,9643
0116,13,9280,,0715,168,6784
0117,14,2137,,0717,169,0894
0118,15,2351,,0718,170,0873
0119,16,2210,,0719,171,8526
0120,17,5399,,0720,172,8147
0121,18,7258,,0721,173,1019
0123,19,6447,,0722,174,3141
0124,20,7514,,0724,175,3938
0125,21,3455,,0725,176,7957
0126,22,2249,,0726,177,4810
0127,23,6808,,0727,178,4317
0128,24,1451,,0728,179,9808
0130,25,9735,,0729,180,2106
0131,26,0326,,0731,181,0980
0201,27,8595,,0801,182,5093
0202,28,3199,,0802,183,5551
0203,29,4378,,0803,184,5139
0204,30,9100,,0804,185,6303
0206,31,6531,,0805,186,8254
0207,32,4744,,0807,187,7724
0208,33,1402,,0808,188,2770
0209,34,2216,,0809,189,9780
0210,35,9662,,0810,190,7724
0211,36,0159,,0811,191,4063
0213,37,4483,,0812,192,8409
0214,38,6922,,0814,193,3258
0215,39,4171,,0815,194,0911
0216,40,7444,,0816,195,4130
0217,41,6713,,0817,196,0326
0218,42,7270,,0818,197,6787
0220,43,0826,,0819,198,3476
0221,44,2983,,0821,199,7152
0222,45,4600,,0822,200,5449
0223,46,3673,,0823,201,5286
0224,47,3411,,0824,202,1851
0225,48,2813,,0825,203,2580
0227,49,9648,,0826,204,6138
0228,50,0290,,0828,205,3625
0301,51,2782,,0829,206,0149
0302,52,4466,,0830,207,1436
0303,53,7393,,0831,208,1161
0304,54,4984,,0901,209,6681
0306,55,9240,,0902,210,4405
0307,56,0579,,0904,211,7986
0308,57,3676,,0905,212,0731
0309,58,0479,,0906,213,6126
0310,59,0706,,0907,214,5012
0311,60,5522,,0908,215,7070
0313,61,9272,,0909,216,6475
0314,62,9371,,0911,217,4597
0315,63,8565,,0912,218,6436
0316,64,5359,,0913,219,7619
0317,65,5135,,0914,220,2062
0318,66,8670,,0915,221,8175
0320,67,0963,,0916,222,2652
0321,68,6995,,0918,223,4993
0322,69,9492,,0919,224,6345
0323,70,9704,,0920,225,9782
0324,71,4653,,0921,226,9588
0325,72,3948,,0922,227,3308
0327,73,7126,,0923,228,7255
0328,74,3863,,0925,229,9115
0329,75,2254,,0926,230,8637
0330,76,4033,,0927,231,8757
0331,77,5626,,0928,232,4608
0401,78,4404,,0929,233,9835
0403,79,5037,,0930,234,8903
0404,80,1413,,1002,235,3477
0405,81,1321,,1003,236,7102
0406,82,5259,,1004,237,6706
0407,83,5006,,1005,238,1205
0408,84,8212,,1006,239,6378
0410,85,8340,,1007,240,9502
0411,86,5849,,1009,241,1085
0412,87,9861,,1010,242,9719
0413,88,8278,,1011,243,7692
0414,89,4571,,1012,244,5606
0415,90,8026,,1013,245,7463
0417,91,1086,,1014,246,8489
0418,92,3021,,1016,247,8764
0419,93,0502,,1017,248,1602
0420,94,7189,,1018,249,0166
0421,95,2785,,1019,250,5407
0422,96,1193,,1020,251,9863
0424,97,7199,,1021,252,2850
0425,98,1570,,1023,253,2120
0426,99,5598,,1024,254,1444
0427,100,4702,,1025,255,7373
0428,101,7156,,1026,256,8251
0429,102,9608,,1027,257,6815
0501,103,5954,,1028,258,4255
0502,104,0779,,1030,259,8142
0503,105,4954,,1031,260,7917
0504,106,1065,,1101,261,5702
0505,107,8420,,1102,262,3838
0506,108,4988,,1103,263,2911
0508,109,8084,,1104,264,3830
0509,110,4736,,1106,265,2280
0510,111,2886,,1107,266,1944
0511,112,5725,,1108,267,0820
0512,113,2506,,1109,268,9389
0513,114,8917,,1110,269,2320
0515,115,9276,,1111,270,4468
0516,116,2415,,,,
0517,117,1597,,,,
0518,118,8363,,,,
0519,119,6163,,,,
0520,120,8413,,,,
0522,121,5532,,,,
0523,122,2986,,,,
0524,123,3811,,,,
0525,124,4841,,,,
0526,125,2988,,,,
0527,126,4595,,,,
0529,127,7186,,,,
0530,128,9470,,,,
0531,129,8011,,,,
0601,130,3663,,,,
0602,131,0625,,,,
0603,132,4480,,,,
0605,133,0361,,,,
0606,134,2841,,,,
0607,135,2332,,,,
0608,136,0489,,,,
0609,137,9543,,,,
0610,138,9365,,,,
0612,139,8293,,,,
0613,140,0417,,,,
0614,141,0048,,,,
0615,142,3365,,,,
0616,143,3332,,,,
0617,144,4760,,,,
0619,145,9122,,,,
0620,146,6206,,,,
0621,147,0721,,,,
0622,148,9007,,,,
0623,149,3254,,,,
0624,150,1920,,,,
0626,151,9634,,,,
0627,152,9871,,,,
0628,153,3104,,,,
0629,154,7887,,,,
0630,155,7647,,,,
,,,,,,
