0101,1,2686,,0701,131,7313
0102,2,8256,,0702,132,1906
0103,3,9105,,0703,133,3769
0104,4,9229,,0704,134,9909
0107,5,9757,,0707,135,8197
0108,6,3754,,0708,136,8873
0109,7,0975,,0709,137,6296
0110,8,3513,,0710,138,2748
0111,9,6946,,0711,139,0695
0114,10,4386,,0714,140,8755
0115,11,5989,,0715,141,6941
0116,12,1866,,0716,142,2582
0117,13,8406,,0717,143,4333
0118,14,3812,,0718,144,1414
0121,15,8639,,0721,145,5121
0122,16,2286,,0722,146,1309
0123,17,0476,,0723,147,2393
0124,18,4089,,0724,148,7217
0125,19,2443,,0725,149,9702
0128,20,2864,,0728,150,3673
0129,21,7545,,0729,151,4906
0130,22,4557,,0730,152,7829
0131,23,9168,,0731,153,0460
0201,24,8892,,0801,154,3304
0204,25,9903,,0804,155,3216
0205,26,6566,,0805,156,1072
0206,27,6532,,0806,157,4218
0207,28,9964,,0807,158,9740
0208,29,8515,,0808,159,0816
0211,30,1034,,0811,160,6911
0212,31,5364,,0812,161,5814
0213,32,1846,,0813,162,0356
0214,33,5320,,0814,163,9177
0215,34,4252,,0815,164,7783
0218,35,6355,,0818,165,0477
0219,36,6775,,0819,166,5977
0220,37,3328,,0820,167,7069
0221,38,4744,,0821,168,3522
0222,39,2193,,0822,169,7223
0225,40,6684,,0825,170,7451
0226,41,0107,,0826,171,4969
0227,42,3493,,0827,172,0933
0228,43,9699,,0828,173,2428
0229,44,4391,,0829,174,0032
0303,45,0279,,0901,175,0058
0304,46,5736,,0902,176,5853
0305,47,1020,,0903,177,9057
0306,48,4074,,0904,178,5122
0307,49,1062,,0905,179,5248
0310,50,6001,,0908,180,8176
0311,51,1363,,0909,181,8938
0312,52,4979,,0910,182,8042
0313,53,6433,,0911,183,2242
0314,54,7168,,0912,184,9982
0317,55,2229,,0915,185,6224
0318,56,2416,,0916,186,7285
0319,57,4140,,0917,187,7043
0320,58,6366,,0918,188,0710
0321,59,0467,,0919,189,8007
0324,60,8429,,0922,190,2281
0325,61,7313,,0923,191,9962
0326,62,5625,,0924,192,5093
0327,63,6236,,0925,193,0015
0328,64,3634,,0926,194,2431
0331,65,5347,,0929,195,5732
0401,66,5219,,0930,196,6343
0402,67,0604,,1001,197,5306
0403,68,0957,,1002,198,6083
0404,69,0780,,1003,199,7798
0407,70,2024,,1006,200,8727
0408,71,0430,,1007,201,1239
0409,72,1505,,1008,202,9883
0410,73,0026,,1009,203,9645
0411,74,8004,,1010,204,9644
0414,75,1653,,1013,205,1914
0415,76,6522,,1014,206,2674
0416,77,7418,,1015,207,3677
0417,78,9061,,1016,208,6197
0418,79,1669,,1017,209,1188
0421,80,1023,,1020,210,1338
0422,81,4674,,1021,211,8228
0423,82,6692,,1022,212,2231
0424,83,8902,,1023,213,4041
0425,84,2452,,1024,214,7023
0428,85,1490,,1027,215,7878
0429,86,8973,,1028,216,8101
0430,87,5794,,1029,217,8809
0501,88,7050,,1030,218,2924
0502,89,1215,,1031,219,9807
0505,90,9370,,1103,220,1998
0506,91,2069,,1104,221,3064
0507,92,5359,,1105,222,4701
0508,93,1106,,1106,223,7365
0509,94,6316,,1107,224,3243
0512,95,1112,,1110,225,6000
0513,96,3619,,1111,226,1552
0514,97,0259,,1112,227,7462
0515,98,6376,,1113,228,8756
0516,99,3430,,1114,229,2344
0519,100,9762,,1117,230,3430
0520,101,0489,,1118,231,8444
0521,102,3104,,1119,232,6988
0522,103,3609,,1120,233,1042
0523,104,2184,,1121,234,4876
0526,105,6263,,1124,235,0199
0527,106,4551,,1125,236,7595
0528,107,3886,,1126,237,5536
0529,108,6517,,1127,238,1973
0530,109,4396,,1128,239,8132
0602,110,0752,,1201,240,4303
0603,111,3299,,1202,241,1344
0604,112,1461,,1203,242,8894
0605,113,7857,,1204,243,3088
0606,114,6217,,1205,244,3646
0609,115,4363,,1208,245,8160
0610,116,7354,,1209,246,7114
0611,117,4473,,1210,247,6812
0612,118,5603,,1211,248,5831
0613,119,3974,,1212,249,4406
0616,120,8871,,1215,250,5870
0617,121,4478,,1216,251,3115
0618,122,6055,,1217,252,7989
0619,123,3943,,1218,253,5560
0620,124,3293,,1219,254,2186
0623,125,5716,,1222,255,6785
0624,126,2642,,1223,256,6830
0625,127,4453,,1224,257,4365
0626,128,1630,,1225,258,5201
0627,129,2971,,1226,259,3019
0630,130,3821,,1229,260,8283
,,,,1230,261,8513
,,,,1231,262,7851
